ano;regiao;estado;estacao;qtd
2015;S;SC;ITAPOA;8760
2015;S;SC;SAO MIGUEL DO OESTE;8760
2015;S;SC;XANXERE;8760
2015;S;SC;CACADOR;8760
2015;S;SC;CURITIBANOS;8760
2015;S;SC;RIO DO CAMPO;8760
2015;S;SC;RIO NEGRINHO;8760
2015;S;SC;ITUPORANGA;8760
2015;S;SC;MAJOR VIEIRA;8760
2015;S;SC;LAGES;8760
2015;S;SC;Laguna  - Farol de Santa Marta;8760
2015;S;SC;ARARANGUA;8760
2015;S;SC;ITAJAI;8760
2015;SE;ES;VITORIA;8760
2015;SE;ES;SANTA TERESA;8760
2015;SE;ES;LINHARES;8760
2015;SE;ES;ALFREDO CHAVES;8760
2015;SE;ES;SAO MATEUS;8760
2015;SE;ES;ALEGRE;8760
2015;SE;ES;PRES. KENNEDY;8760
2015;SE;ES;NOVA VENECIA;8760
2015;SE;ES;AFONSO CLAUDIO;8760
2015;SE;MG;BARBACENA;8760
2015;SE;MG;ARAXA;8760
2015;SE;MG;MONTES CLAROS;8760
2015;SE;MG;UBERLANDIA;8760
2015;SE;MG;ALMENARA;8760
2015;SE;MG;MONTE VERDE;8760
2015;SE;MG;VICOSA;8760
2015;SE;MG;TIMOTEO;8760
2015;SE;MG;ITUIUTABA;8760
2015;SE;MG;OURO BRANCO;8760
2015;SE;MG;SAO JOAO DEL REI;8760
2015;SE;MG;VARGINHA;8760
2015;SE;MG;PASSOS;8760
2015;SE;MG;MURIAE;8760
2015;SE;MG;JUIZ DE FORA;8760
2015;SE;MG;CAMPINA VERDE;8760
2015;SE;MG;CONCEICAO DAS ALAGOAS;8760
2015;SE;MG;PAMPULHA;8760
2015;SE;MG;SERRA DOS AIMORES;8760
2015;SE;MG;PATROCINIO;8760
2015;SE;MG;FORMIGA;8760
2015;SE;MG;SACRAMENTO;8760
2015;SE;MG;MONTALVANIA;8760
2015;SE;MG;TEOFILO OTONI;8760
2015;SE;MG;TRES MARIAS;8760
2015;SE;MG;PASSA QUATRO;8760
2015;SE;MG;CALDAS;8760
2015;SE;MG;MARIA DA FE;8760
2015;SE;MG;GOVERNADOR VALADARES;8760
2015;SE;MG;GUANHAES;8760
2015;SE;MG;AIMORES;8760
2015;SE;MG;FLORESTAL;8760
2015;SE;MG;DORES DO INDAIA;8760
2015;SE;MG;DIAMANTINA;8760
2015;SE;MG;CURVELO;8760
2015;SE;MG;MOCAMBINHO;8760
2015;SE;MG;MANTENA;8760
2015;SE;MG;CAPELINHA;8760
2015;SE;MG;UNAI;8760
2015;SE;MG;ESPINOSA;8760
2015;SE;MG;BURITIS;8760
2015;SE;MG;PIRAPORA;8760
2015;SE;MG;GUARDA-MOR;8760
2015;SE;MG;SAO ROMAO;8760
2015;SE;MG;CHAPADA GAUCHA;8760
2015;SE;MG;AGUAS VERMELHAS;8760
2015;SE;MG;ITAOBIM;8760
2015;SE;MG;RIO PARDO DE MINAS;8760
2015;SE;MG;SALINAS;8760
2015;SE;MG;JOAO PINHEIRO;8760
2015;SE;MG;CARATINGA;8760
2015;SE;MG;IBIRITE (ROLA MOCA);8760
2015;SE;MG;MANHUACU;8760
2015;SE;MG;CORONEL PACHECO;8760
2015;SE;MG;SAO SEBASTIAO DO PARAISO;3288
2015;SE;MG;BELO HORIZONTE - CERCADINHO;8760
2015;SE;RJ;ECOLOGIA AGRICOLA;8760
2015;SE;RJ;MARAMBAIA;8760
2015;SE;RJ;XEREM;8760
2015;SE;RJ;CAMBUCI;8760
2015;SE;RJ;ARRAIAL DO CABO;8760
2015;SE;RJ;CAMPOS;8760
2015;SE;RJ;MACAE;8760
2015;SE;RJ;RESENDE;8760
2015;SE;RJ;PICO DO COUTO;8760
2015;SE;RJ;VALENCA;8760
2015;SE;RJ;TERESOPOLIS;8760
2015;SE;RJ;PARATI;8760
2015;SE;RJ;SAO TOME;8760
2015;SE;RJ;VILA MILITAR;8760
2015;SE;RJ;NOVA FRIBURGO;8760
2015;SE;RJ;FORTE DE COPACABANA;8760
2015;SE;RJ;SILVA JARDIM;3024
2015;SE;RJ;SAQUAREMA;2904
2015;SE;SP;SAO PAULO - MIRANTE;8760
2015;SE;SP;BAURU;8760
2015;SE;SP;CAMPOS DO JORDAO;8760
2015;SE;SP;PRESIDENTE PRUDENTE;8760
2015;SE;SP;FRANCA;8760
2015;SE;SP;SAO CARLOS;8760
2015;SE;SP;IGUAPE;8760
2015;SE;SP;SOROCABA;8760
2015;SE;SP;ITAPEVA;8760
2015;SE;SP;SAO MIGUEL ARCANJO;8760
2015;SE;SP;OURINHOS;8760
2015;SE;SP;RANCHARIA;8760
2015;SE;SP;AVARE;8760
2015;SE;SP;PIRACICABA;8760
2015;SE;SP;LINS;8760
2015;SE;SP;TAUBATE;8760
2015;SE;SP;VOTUPORANGA;8760
2015;SE;SP;JALES;8760
2015;SE;SP;VALPARAISO;8760
2015;SE;SP;JOSE BONIFACIO;8760
2015;SE;SP;ARIRANHA;8760
2015;SE;SP;IBITINGA;8760
2015;SE;SP;CASA BRANCA;8760
2015;SE;SP;ITAPIRA;8760
2015;SE;SP;SAO LUIS DO PARAITINGA;8760
2015;SE;SP;BARRA BONITA;8760
2015;SE;SP;BARRA DO TURVO;8760
2015;SE;SP;PRADOPOLIS;8760
2015;SE;SP;BARRETOS;8760
2015;SE;SP;ITUVERAVA;8760
2015;SE;SP;BARUERI;8760
2016;CO;DF;BRASILIA;8784
2016;CO;DF;AGUAS EMENDADAS;8784
2016;CO;DF;GAMA (PONTE ALTA);8784
2016;CO;GO;GOIANIA;8784
2016;CO;GO;MORRINHOS;8784
2016;CO;GO;SAO SIMAO;8784
2016;CO;GO;LUZIANIA;8784
2016;CO;GO;ARAGARCAS;8784
2016;CO;GO;GOIAS;8784
2016;CO;GO;ITAPACI;8784
2016;CO;GO;JATAI;8784
2016;CO;GO;POSSE;8784
2016;CO;GO;GOIANESIA;8784
2016;CO;GO;CAIAPONIA;8784
2016;CO;GO;ALTO PARAISO DE GOIAS;8784
2016;CO;GO;RIO VERDE;8784
2016;CO;GO;MINEIROS;8784
2016;CO;GO;PARAUNA;8784
2016;CO;GO;IPORA;8784
2016;CO;GO;MONTE ALEGRE DE GOIAS;8784
2016;CO;GO;PIRES DO RIO;8784
2016;CO;GO;CATALAO;8784
2016;CO;GO;ITUMBIARA;8784
2016;CO;GO;CRISTALINA;8784
2016;CO;GO;SILVANIA;8784
2016;CO;MS;CAMPO GRANDE;8784
2016;CO;MS;PONTA PORA;8784
2016;CO;MS;TRES LAGOAS;8784
2016;CO;MS;IVINHEMA;8784
2016;CO;MS;PARANAIBA;8784
2016;CO;MS;NHUMIRIM;8784
2016;CO;MS;AQUIDAUANA;8784
2016;CO;MS;COXIM;8784
2016;CO;MS;DOURADOS;8784
2016;CO;MS;MIRANDA;8784
2016;CO;MS;PORTO MURTINHO;8784
2016;CO;MS;CORUMBA;8784
2016;CO;MS;CHAPADAO DO SUL;8784
2016;CO;MS;MARACAJU;8784
2016;CO;MS;SAO GABRIEL DO OESTE;8784
2016;CO;MS;CASSILANDIA;8784
2016;CO;MS;RIO BRILHANTE;8784
2016;CO;MS;JUTI;8784
2016;CO;MS;AMAMBAI;8784
2016;CO;MS;SETE QUEDAS;8784
2016;CO;MS;ITAQUIRAI;8784
2016;CO;MS;SIDROLANDIA;8784
2016;CO;MS;AGUA CLARA;8784
2016;CO;MS;BELA VISTA;8784
2016;CO;MS;JARDIM;8784
2016;CO;MS;BATAGUASSU;8784
2016;CO;MS;COSTA RICA;8784
2016;CO;MS;SONORA;8784
2016;CO;MT;CUIABA;8784
2016;CO;MT;TANGARA DA SERRA;8784
2016;CO;MT;S.J. DO RIO CLARO;8784
2016;CO;MT;SORRISO;8784
2016;CO;MT;CAMPO NOVO DOS PARECIS;8784
2016;CO;MT;GUARANTA DO NORTE;8784
2016;CO;MT;RONDONOPOLIS;8784
2016;CO;MT;AGUA BOA;8784
2016;CO;MT;ALTO ARAGUAIA;8784
2016;CO;MT;APIACAS;8784
2016;CO;MT;CAMPO VERDE;8784
2016;CO;MT;COMODORO;8784
2016;CO;MT;JUARA;8784
2016;CO;MT;PARANATINGA;8784
2016;CO;MT;QUERENCIA;8784
2016;CO;MT;SINOP;8784
2016;CO;MT;COTRIGUACU;8784
2016;CO;MT;JUINA;8784
2016;CO;MT;SAO FELIX  DO ARAGUAIA;8784
2016;CO;MT;VILA BELA DA SANTISSIMA TRINDADE;8784
2016;CO;MT;ALTA FLORESTA;8784
2016;CO;MT;CARLINDA;8784
2016;CO;MT;BRASNORTE (MUNDO NOVO);8784
2016;CO;MT;NOVA MARINGA;8784
2016;CO;MT;NOVA UBIRATA;8784
2016;CO;MT;GAUCHA DO NORTE;8784
2016;CO;MT;SANTO ANTONIO DO LESTE;8784
2016;CO;MT;GUIRATINGA;8784
2016;CO;MT;ITIQUIRA;8784
2016;CO;MT;ALTO TAQUARI;8784
2016;CO;MT;PORTO ESTRELA;8784
2016;CO;MT;SALTO DO CEU;8784
2016;CO;MT;PONTES E LACERDA;8784
2016;CO;MT;CACERES;8784
2016;N;AC;PARQUE ESTADUAL CHANDLESS;8784
2016;N;AC;RIO BRANCO;8784
2016;N;AC;CRUZEIRO DO SUL;8784
2016;N;AC;PORTO WALTER;8784
2016;N;AC;MARECHAL THAUMATURGO;8784
2016;N;AC;FEIJO;8784
2016;N;AC;EPITACIOLANDIA;8784
2016;N;AM;MANAUS;8784
2016;N;AM;EIRUNEPE;8784
2016;N;AM;BOCA DO ACRE;8784
2016;N;AM;LABREA;8784
2016;N;AM;HUMAITA;8784
2016;N;AM;APUI;8784
2016;N;AM;COARI;8784
2016;N;AM;MANACAPURU;8784
2016;N;AM;AUTAZES;8784
2016;N;AM;ITACOATIARA;8784
2016;N;AM;MAUES;8784
2016;N;AM;PARINTINS;8784
2016;N;AM;URUCARA;8784
2016;N;AM;RIO URUBU;8784
2016;N;AM;PRESIDENTE FIGUEIREDO;8784
2016;N;AM;BARCELOS;8784
2016;N;AM;MANICORE;8784
2016;N;AM;S. G. DA CACHOEIRA;8784
2016;N;AM;PEF IPIRANGA;744
2016;N;AM;CRMN MANAUS;744
2016;N;AM;DTCEA TABATINGA;744
2016;N;AM;PEF YAUARETE;744
2016;N;AM;PEF ESTIRAO DO EQUADOR;744
2016;N;AM;DTCEA TEFE;744
2016;N;AM;SANTA ISABEL DO RIO NEGRO;744
2016;N;AP;OIAPOQUE;8784
2016;N;AP;MACAPA;8784
2016;N;PA;BELEM;8784
2016;N;PA;CASTANHAL;8784
2016;N;PA;MEDICILANDIA;8784
2016;N;PA;PACAJA;8784
2016;N;PA;PLACAS;8784
2016;N;PA;PARAGOMINAS;8784
2016;N;PA;TOME ACU;8784
2016;N;PA;RONDON DO PARA;8784
2016;N;PA;SALINOPOLIS;8784
2016;N;PA;SAO FELIX DO XINGU;1128
2016;N;PA;BRAGANCA;8784
2016;N;PA;SOURE;8784
2016;N;PA;TUCURUI;8784
2016;N;PA;SERRA DOS CARAJAS;8784
2016;N;PA;ITAITUBA;8784
2016;N;PA;OBIDOS;8784
2016;N;PA;SANTANA DO ARAGUAIA;8784
2016;N;PA;TUCUMA;8784
2016;N;PA;NOVO REPARTIMENTO;8784
2016;N;PA;CAMETA;8784
2016;N;PA;MONTE ALEGRE;8784
2016;N;PA;MARABA;8784
2016;N;PA;CONCEICAO DO ARAGUAIA;8784
2016;N;PA;MINA DO PALITO;8784
2016;N;PA;XINGUARA;2688
2016;N;PA;CAPITAO POCO;8784
2016;N;PA;SANTAREM;8784
2016;N;PA;DOM ELISEU;744
2016;N;PA;ULIANOPOLIS;744
2016;N;PA;DTCEA JACAREACANGA;744
2016;N;RO;PORTO VELHO;8784
2016;N;RO;VILHENA;8784
2016;N;RO;CACOAL;8784
2016;N;RO;ARIQUEMES;8784
2016;N;RO;FORTE PRINCIPE;744
2016;N;RO;DTCEA VILHENA;744
2016;N;RO;DTCEA GUAJARA-MIRIM;744
2016;N;RR;BOA VISTA;8784
2016;N;RR;BALIZA;744
2016;N;RR;PACARAIMA;744
2016;N;TO;PALMAS;8784
2016;N;TO;PARANA;8784
2016;N;TO;PEIXE;8784
2016;N;TO;GURUPI;8784
2016;N;TO;PEDRO AFONSO;8784
2016;N;TO;ARAGUAINA;8784
2016;N;TO;DIANOPOLIS;8784
2016;N;TO;FORMOSO DO ARAGUAIA;8784
2016;N;TO;MATEIROS;8784
2016;N;TO;MARIANOPOLIS DO TO;8784
2016;N;TO;CAMPOS LINDOS;8784
2016;N;TO;ARAGUATINS;8784
2016;N;TO;SANTA FE DO ARAGUAIA;3720
2016;N;TO;COLINAS DO TOCANTINS;1224
2016;N;TO;RIO SONO;3624
2016;N;TO;PIUM;6480
2016;N;TO;SANTA ROSA DO TOCANTINS;8784
2016;N;TO;ALMAS;6600
2016;N;TO;ARAGUACU;8784
2016;N;TO;LAGOA DA CONFUSAO;1128
2016;NE;AL;MACEIO;8784
2016;NE;AL;PAO DE ACUCAR;8784
2016;NE;AL;PALMEIRA DOS INDIOS;8784
2016;NE;AL;ARAPIRACA;8784
2016;NE;AL;CORURIPE;8784
2016;NE;AL;SAO LUIS DO QUITUNDE;8784
2016;NE;BA;SALVADOR;8784
2016;NE;BA;BARREIRAS;8784
2016;NE;BA;LUIZ EDUARDO MAGALHAES;8784
2016;NE;BA;CARAVELAS;8784
2016;NE;BA;CRUZ DAS ALMAS;8784
2016;NE;BA;ITIRUCU;8784
2016;NE;BA;ITABERABA;8784
2016;NE;BA;ILHEUS;8784
2016;NE;BA;MACAJUBA;8784
2016;NE;BA;FEIRA DE SANTANA;8784
2016;NE;BA;VITORIA DA CONQUISTA;8784
2016;NE;BA;SANTA RITA DE CASSIA;8784
2016;NE;BA;CORRENTINA;8784
2016;NE;BA;BOM JESUS DA LAPA;8784
2016;NE;BA;ABROLHOS;8784
2016;NE;BA;REMANSO;8784
2016;NE;BA;IRECE;8784
2016;NE;BA;LENCOIS;8784
2016;NE;BA;GUANAMBI;8784
2016;NE;BA;PORTO SEGURO;8784
2016;NE;BA;SENHOR DO BONFIM;8784
2016;NE;BA;BARRA;8784
2016;NE;BA;PIATA;8784
2016;NE;BA;CONDE;8784
2016;NE;BA;BURITIRAMA;8784
2016;NE;BA;BRUMADO;8784
2016;NE;BA;AMARGOSA;8784
2016;NE;BA;UAUA;8784
2016;NE;BA;QUEIMADAS;8784
2016;NE;BA;UNA;8784
2016;NE;BA;MARAU;8784
2016;NE;BA;IBOTIRAMA;8784
2016;NE;BA;JACOBINA;8784
2016;NE;BA;SERRINHA;8784
2016;NE;BA;EUCLIDES DA CUNHA;8784
2016;NE;BA;DELFINO;8784
2016;NE;BA;VALENCA;8784
2016;NE;BA;IPIAU;8784
2016;NE;BA;ITAPETINGA;8784
2016;NE;BA;BELMONTE;8784
2016;NE;BA;CURACA;8784
2016;NE;BA;PILAO ARCADO;5232
2016;NE;BA;JEREMOABO;8784
2016;NE;BA;FORMOSO DO RIO PRETO;5112
2016;NE;BA;MACAUBAS;6456
2016;NE;BA;ITAMARAJU;5232
2016;NE;CE;FORTALEZA;8784
2016;NE;CE;SOBRAL;8784
2016;NE;CE;GUARAMIRANGA;8784
2016;NE;CE;BARBALHA;8784
2016;NE;CE;IGUATU;8784
2016;NE;CE;TAUA;8784
2016;NE;CE;QUIXERAMOBIM;8784
2016;NE;CE;MORADA NOVA;8784
2016;NE;CE;JAGUARUANA;8784
2016;NE;CE;CRATEUS;8784
2016;NE;CE;CAMPOS SALES;8784
2016;NE;CE;JAGUARIBE;8784
2016;NE;CE;ITAPIPOCA;8784
2016;NE;CE;ACARAU;8784
2016;NE;MA;SAO LUIS;8784
2016;NE;MA;BALSAS;8784
2016;NE;MA;CAROLINA;8784
2016;NE;MA;CHAPADINHA;8784
2016;NE;MA;GRAJAU;8784
2016;NE;MA;FAROL de SANTANA;8784
2016;NE;MA;PREGUICAS;8784
2016;NE;MA;TURIACU;8784
2016;NE;MA;BACABAL;8784
2016;NE;MA;BARRA DO CORDA;8784
2016;NE;MA;COLINAS;8784
2016;NE;MA;ALTO PARNAIBA;8784
2016;NE;MA;ESTREITO;8784
2016;NE;MA;IMPERATRIZ;8784
2016;NE;MA;CAXIAS;8784
2016;NE;MA;BURITICUPU;8784
2016;NE;MA;SAO BENTO;744
2016;NE;PB;AREIA;8784
2016;NE;PB;CAMPINA GRANDE;8784
2016;NE;PB;JOAO PESSOA;8784
2016;NE;PB;PATOS;8784
2016;NE;PB;SAO GONCALO;8784
2016;NE;PB;MONTEIRO;8784
2016;NE;PB;CABACEIRAS;8784
2016;NE;PB;CAMARATUBA;8784
2016;NE;PE;RECIFE;8784
2016;NE;PE;PETROLINA;8784
2016;NE;PE;ARCO VERDE;8784
2016;NE;PE;GARANHUNS;8784
2016;NE;PE;SURUBIM;8784
2016;NE;PE;CABROBO;8784
2016;NE;PE;CARUARU;8784
2016;NE;PE;IBIMIRIM;8784
2016;NE;PE;SERRA TALHADA;8784
2016;NE;PE;FLORESTA;8784
2016;NE;PE;PALMARES;8784
2016;NE;PE;OURICURI;8784
2016;NE;PI;PARNAIBA;8784
2016;NE;PI;FLORIANO;8784
2016;NE;PI;TERESINA;8784
2016;NE;PI;BOM JESUS DO PIAUI;8784
2016;NE;PI;PAULISTANA;8784
2016;NE;PI;SAO JOAO DO PIAUI;8784
2016;NE;PI;PIRIPIRI;8784
2016;NE;PI;ALVORADA DO GURGUEIA;8784
2016;NE;PI;CARACOL;8784
2016;NE;PI;ESPERANTINA;8784
2016;NE;PI;PICOS;8784
2016;NE;PI;SAO RAIMUNDO NONATO;8784
2016;NE;PI;URUCUI;8784
2016;NE;PI;OEIRAS;8784
2016;NE;PI;CASTELO DO PIAUI;8784
2016;NE;PI;SAO PEDRO DO PIAUI;8784
2016;NE;PI;VALENCA DO PIAUI;8784
2016;NE;PI;GILBUES;8784
2016;NE;PI;CANTO DO BURITI;8784
2016;NE;RN;ARQ.SAO PEDRO E SAO PAULO;8784
2016;NE;RN;NATAL;8784
2016;NE;RN;CAICO;8784
2016;NE;RN;MACAU;8784
2016;NE;RN;MOSSORO;8784
2016;NE;RN;APODI;8784
2016;NE;RN;CALCANHAR;8784
2016;NE;RN;SANTA CRUZ;8784
2016;NE;SE;ARACAJU;8784
2016;NE;SE;ITABAIANINHA;8784
2016;NE;SE;POCO VERDE;8784
2016;NE;SE;CARIRA;8784
2016;NE;SE;BREJO GRANDE;8784
2016;S;PR;CURITIBA;8784
2016;S;PR;IVAI;8784
2016;S;PR;CASTRO;8784
2016;S;PR;MAL. CANDIDO RONDON;8784
2016;S;PR;JOAQUIM TAVORA;8784
2016;S;PR;NOVA TEBAS;8784
2016;S;PR;INACIO MARTINS;8784
2016;S;PR;ICARAIMA;8784
2016;S;PR;MARINGA;8784
2016;S;PR;NOVA FATIMA;8784
2016;S;PR;DOIS VIZINHOS;8784
2016;S;PR;FOZ DO IGUACU;8784
2016;S;PR;ILHA DO MEL;8784
2016;S;PR;DIAMANTE DO NORTE;8784
2016;S;PR;PARANAPOEMA;8784
2016;S;PR;PLANALTO;8784
2016;S;PR;CIDADE GAUCHA;8784
2016;S;PR;JAPIRA;8784
2016;S;PR;VENTANIA;8784
2016;S;PR;MORRETES;8784
2016;S;PR;SAO MATEUS DO SUL;8784
2016;S;PR;GENERAL CARNEIRO;8784
2016;S;PR;CLEVELANDIA;8784
2016;S;PR;CAMPINA DA LAGOA;3600
2016;S;PR;LARANJEIRAS DO SUL;3528
2016;S;PR;COLOMBO;5136
2016;S;RS;PORTO ALEGRE;8784
2016;S;RS;RIO GRANDE;8784
2016;S;RS;SANTA MARIA;8784
2016;S;RS;SANTANA DO LIVRAMENTO;8784
2016;S;RS;SANTO AUGUSTO;8784
2016;S;RS;TORRES;8784
2016;S;RS;URUGUAIANA;8784
2016;S;RS;SANTA ROSA;8784
2016;S;RS;CANGUCU;8784
2016;S;RS;CACAPAVA DO SUL;8784
2016;S;RS;RIO PARDO;8784
2016;S;RS;ALEGRETE;8784
2016;S;RS;BAGE;8784
2016;S;RS;ERECHIM;8784
2016;S;RS;SAO JOSE DOS AUSENTES;8784
2016;S;RS;SAO BORJA;8784
2016;S;RS;QUARAI;8784
2016;S;RS;SAO GABRIEL;8784
2016;S;RS;SANTIAGO;8784
2016;S;RS;TRAMANDAI;8784
2016;S;RS;JAGUARAO;8784
2016;S;RS;SOLEDADE;8784
2016;S;RS;CAMAQUA;8784
2016;S;RS;PASSO FUNDO;8784
2016;S;RS;BENTO GONCALVES;8784
2016;S;RS;LAGOA VERMELHA;8784
2016;S;RS;SAO LUIZ GONZAGA;8784
2016;S;RS;CRUZ ALTA;8784
2016;S;RS;FREDERICO WESTPHALEN;8784
2016;S;RS;PALMEIRA DAS MISSOES;8784
2016;S;RS;MOSTARDAS;8784
2016;S;RS;CANELA;8784
2016;S;RS;VACARIA;8784
2016;S;RS;DOM PEDRITO;8784
2016;S;RS;TEUTONIA;8784
2016;S;RS;IBIRUBA;8784
2016;S;RS;CAMPO BOM;8784
2016;S;RS;TUPANCIRETA;3432
2016;S;RS;SAO VICENTE DO SUL;6480
2016;S;RS;SERAFINA CORREA;6600
2016;S;RS;CAMBARA DO SUL;912
2016;S;RS;Santa Vitoria do Palmar - Barra do Chui;8784
2016;S;SC;FLORIANOPOLIS;8784
2016;S;SC;URUSSANGA;8784
2016;S;SC;SAO JOAQUIM;8784
2016;S;SC;NOVO HORIZONTE;8784
2016;S;SC;INDAIAL;8784
2016;S;SC;JOACABA;8784
2016;S;SC;BOM JARDIM DA SERRA - MORRO DA IGREJA;8784
2016;S;SC;DIONISIO CERQUEIRA;8784
2016;S;SC;ITAPOA;8784
2016;S;SC;SAO MIGUEL DO OESTE;8784
2016;S;SC;XANXERE;8784
2016;S;SC;CACADOR;8784
2016;S;SC;CURITIBANOS;8784
2016;S;SC;RIO DO CAMPO;8784
2016;S;SC;RIO NEGRINHO;8784
2016;S;SC;ITUPORANGA;8784
2016;S;SC;MAJOR VIEIRA;8784
2016;S;SC;LAGES;8784
2016;S;SC;Laguna  - Farol de Santa Marta;8784
2016;S;SC;ARARANGUA;8784
2016;S;SC;ITAJAI;8784
2016;S;SC;RANCHO QUEIMADO;5160
2016;SE;ES;VITORIA;8784
2016;SE;ES;SANTA TERESA;8784
2016;SE;ES;LINHARES;8784
2016;SE;ES;ALFREDO CHAVES;8784
2016;SE;ES;SAO MATEUS;8784
2016;SE;ES;ALEGRE;8784
2016;SE;ES;PRES. KENNEDY;8784
2016;SE;ES;NOVA VENECIA;8784
2016;SE;ES;AFONSO CLAUDIO;8784
2016;SE;MG;BARBACENA;8784
2016;SE;MG;ARAXA;8784
2016;SE;MG;MONTES CLAROS;8784
2016;SE;MG;UBERLANDIA;8784
2016;SE;MG;ALMENARA;8784
2016;SE;MG;MONTE VERDE;8784
2016;SE;MG;VICOSA;8784
2016;SE;MG;TIMOTEO;8784
2016;SE;MG;ITUIUTABA;8784
2016;SE;MG;OURO BRANCO;8784
2016;SE;MG;SAO JOAO DEL REI;8784
2016;SE;MG;VARGINHA;8784
2016;SE;MG;PASSOS;8784
2016;SE;MG;MURIAE;8784
2016;SE;MG;JUIZ DE FORA;8784
2016;SE;MG;CAMPINA VERDE;8784
2016;SE;MG;CONCEICAO DAS ALAGOAS;8784
2016;SE;MG;PAMPULHA;8784
2016;SE;MG;SERRA DOS AIMORES;8784
2016;SE;MG;PATROCINIO;8784
2016;SE;MG;FORMIGA;8784
2016;SE;MG;SACRAMENTO;8784
2016;SE;MG;MONTALVANIA;8784
2016;SE;MG;TEOFILO OTONI;8784
2016;SE;MG;TRES MARIAS;8784
2016;SE;MG;PASSA QUATRO;8784
2016;SE;MG;CALDAS;8784
2016;SE;MG;MARIA DA FE;8784
2016;SE;MG;GOVERNADOR VALADARES;8784
2016;SE;MG;GUANHAES;8784
2016;SE;MG;AIMORES;8784
2016;SE;MG;FLORESTAL;8784
2016;SE;MG;DORES DO INDAIA;8784
2016;SE;MG;DIAMANTINA;8784
2016;SE;MG;CURVELO;8784
2016;SE;MG;MOCAMBINHO;8784
2016;SE;MG;MANTENA;8784
2016;SE;MG;CAPELINHA;8784
2016;SE;MG;UNAI;8784
2016;SE;MG;ESPINOSA;8784
2016;SE;MG;BURITIS;8784
2016;SE;MG;PIRAPORA;8784
2016;SE;MG;GUARDA-MOR;8784
2016;SE;MG;SAO ROMAO;8784
2016;SE;MG;CHAPADA GAUCHA;8784
2016;SE;MG;AGUAS VERMELHAS;8784
2016;SE;MG;ITAOBIM;8784
2016;SE;MG;RIO PARDO DE MINAS;8784
2016;SE;MG;SALINAS;8784
2016;SE;MG;JOAO PINHEIRO;8784
2016;SE;MG;CARATINGA;8784
2016;SE;MG;IBIRITE (ROLA MOCA);8784
2016;SE;MG;MANHUACU;8784
2016;SE;MG;CORONEL PACHECO;8784
2016;SE;MG;JANUARIA;4608
2016;SE;MG;SAO SEBASTIAO DO PARAISO;8784
2016;SE;MG;JANAUBA;1032
2016;SE;MG;BAMBUI;936
2016;SE;MG;SETE LAGOAS;4920
2016;SE;MG;BELO HORIZONTE - CERCADINHO;8784
2016;SE;MG;EB;744
2016;SE;RJ;ECOLOGIA AGRICOLA;8784
2016;SE;RJ;MARAMBAIA;8784
2016;SE;RJ;XEREM;8784
2016;SE;RJ;CAMBUCI;8784
2016;SE;RJ;ARRAIAL DO CABO;8784
2016;SE;RJ;CAMPOS;8784
2016;SE;RJ;MACAE;8784
2016;SE;RJ;RESENDE;8784
2016;SE;RJ;PICO DO COUTO;8784
2016;SE;RJ;VALENCA;8784
2016;SE;RJ;TERESOPOLIS;8784
2016;SE;RJ;PARATI;8784
2016;SE;RJ;SAO TOME;8784
2016;SE;RJ;VILA MILITAR;8784
2016;SE;RJ;NOVA FRIBURGO;8784
2016;SE;RJ;TRES RIOS;4968
2016;SE;RJ;RIO CLARO;5088
2016;SE;RJ;FORTE DE COPACABANA;8784
2016;SE;RJ;SILVA JARDIM;8784
2016;SE;RJ;SAQUAREMA;8784
2016;SE;SP;SAO PAULO - MIRANTE;8784
2016;SE;SP;BAURU;8784
2016;SE;SP;CAMPOS DO JORDAO;8784
2016;SE;SP;PRESIDENTE PRUDENTE;8784
2016;SE;SP;FRANCA;8784
2016;SE;SP;SAO CARLOS;8784
2016;SE;SP;IGUAPE;8784
2016;SE;SP;SOROCABA;8784
2016;SE;SP;ITAPEVA;8784
2016;SE;SP;SAO MIGUEL ARCANJO;8784
2016;SE;SP;OURINHOS;8784
2016;SE;SP;RANCHARIA;8784
2016;SE;SP;AVARE;8784
2016;SE;SP;PIRACICABA;8784
2016;SE;SP;LINS;8784
2016;SE;SP;TAUBATE;8784
2016;SE;SP;VOTUPORANGA;8784
2016;SE;SP;JALES;8784
2016;SE;SP;VALPARAISO;8784
2016;SE;SP;JOSE BONIFACIO;8784
2016;SE;SP;ARIRANHA;8784
2016;SE;SP;IBITINGA;8784
2016;SE;SP;CASA BRANCA;8784
2016;SE;SP;ITAPIRA;8784
2016;SE;SP;SAO LUIS DO PARAITINGA;8784
2016;SE;SP;BARRA BONITA;8784
2016;SE;SP;BARRA DO TURVO;8784
2016;SE;SP;PRADOPOLIS;8784
2016;SE;SP;BARRETOS;8784
2016;SE;SP;ITUVERAVA;8784
2016;SE;SP;BARUERI;8784
2016;SE;SP;DRACENA;1416
2016;SE;SP;BEBDOURO;1584
2017;CO;DF;BRASILIA;8760
2017;CO;DF;BRAZLANDIA;3984
2017;CO;DF;AGUAS EMENDADAS;8760
2017;CO;DF;GAMA (PONTE ALTA);8760
2017;CO;DF;PARANOA (COOPA-DF);7872
2017;CO;GO;GOIANIA;8760
2017;CO;GO;MORRINHOS;8760
2017;CO;GO;SAO SIMAO;8760
